,0,1,2,3,4,5,NMR_Peaks
5_From_Review_397,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CO,,/)","F-1;C(CFF/CO,,/FFF,C)","F-1;C(CFF/CO,,/FFF,C),,,/","F-1;C(CFF/CO,,/FFF,C),,,//",-75.0
6_From_Review_397,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CO,,/)","F-1;C(CFF/CO,,/FFF,C)","F-1;C(CFF/CO,,/FFF,C),,,/","F-1;C(CFF/CO,,/FFF,C),,,//",-75.0
8_From_Review_397,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CO,,/)","F-1;C(CFF/CO,,/FFF,C)","F-1;C(CFF/CO,,/FFF,C),,,/","F-1;C(CFF/CO,,/FFF,C),,,//",-75.0
9_From_Review_397,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CO,,/)","F-1;C(CFF/CO,,/FFF,C)","F-1;C(CFF/CO,,/FFF,C),,,/","F-1;C(CFF/CO,,/FFF,C),,,//",-75.0
10_From_Review_397,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CO,,/)","F-1;C(CFF/CO,,/FFF,C)","F-1;C(CFF/CO,,/FFF,C),,,/","F-1;C(CFF/CO,,/FFF,C),,,//",-75.0
11_From_Review_404,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CCC,CFF,/)","F-1;C(CCF/CCC,CFF,/=O,=O,O,O,,FFF,,)","F-1;C(CCF/CCC,CFF,/=O,=OO,O,,FFF,,),,C,,,,/","F-1;C(CCF/CCC,CFF,/=O,=OO,O,,FFF,,),,C,,,,/C/",-110.0
12_From_Review_404,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CCC,CFF,/)","F-1;C(CCF/CCC,CFF,/=O,=O,O,O,,FFF,,)","F-1;C(CCF/CCC,CFF,/=O,=OO,O,,FFF,,),,C,,,,/","F-1;C(CCF/CCC,CFF,/=O,=OO,O,,FFF,,),,C,,,,/C/",-110.0
14_From_Review_404,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CCC,,,,,)","F-1;C(CCF/CFF,FFF,/CCC,,,,,)=O,=O,O,O,/","F-1;C(CCF/CFF,FFF,/CCC,,,,,)=O,=OO,O,/,,C,/",-121.0
15_From_Review_404,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CCC,,,,,)","F-1;C(CCF/CFF,FFF,/CCC,,,,,)=O,=O,O,O,/","F-1;C(CCF/CFF,FFF,/CCC,,,,,)=O,=OO,O,/,,C,/",-121.0
17_From_Review_404,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CCC,,/","F-1;C(CFF/CFF,,/CFF,,)CCC,,/=O,=O,O,O,/",-82.0
18_From_Review_404,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CCC,,/","F-1;C(CFF/CFF,,/CFF,,)CCC,,/=O,=O,O,O,/",-82.0
19_From_Review_404,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CCC,,/","F-1;C(CFF/CFF,,/CFF,,)CCC,,/=O,=O,O,O,/",-82.0
2_From_Review_210,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)/","F-1;C(CFCl/,,/)//",-46
3_From_Review_210,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)","F-1;C(CFCl/,,/)/","F-1;C(CFCl/,,/)//",-46.0
4_From_Review_5,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)/","F-1;C(CFF/C,,/C)//",-68.0
5_From_Review_5,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)/","F-1;C(CFF/C,,/C)//",-68.0
6_From_Review_5,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/C)","F-1;C(CFF/C,,/C)/","F-1;C(CFF/C,,/C)//",-68.0
14_aromatics_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/*C,*&,*C,*&/",-64.44
15_aromatics_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/*C,*&,*C,*&/",-64.44
16_aromatics_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/*C,*&,*C,*&/",-64.44
18_aromatics_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/*C,*&,*C,*&/",-64.44
19_aromatics_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/*C,*&,*C,*&/",-64.44
20_aromatics_8,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CCC,,/)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/","F-1;C(CFF/CCC,,/*C,*C*C,*C,FFF)*C,*C,*C,*C,,,/*C,*&,*C,*&/",-64.44
5_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,=OO)","F-1;C(CCF/CFF,C,/CFF,,,=OO)CFF,,,,/","F-1;C(CCF/CFF,C,/CFF,,,=OO)CFF,,,,/CFF,,/",-111.5
6_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,=OO)","F-1;C(CCF/CFF,C,/CFF,,,=OO)CFF,,,,/","F-1;C(CCF/CFF,C,/CFF,,,=OO)CFF,,,,/CFF,,/",-111.5
8_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,=OO/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,=OO/FFF,,,,/",-121.4
9_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,=OO/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,=OO/FFF,,,,/",-121.4
11_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,FFF,,,,/=OO,,,/",-122.5
12_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,FFF,,,,/=OO,,,/",-122.5
14_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/C,,/",-122.4
15_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/C,,/",-122.4
17_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-125.8
18_From_Review_419,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-125.8
20_From_Review_419,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.8
21_From_Review_419,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.8
22_From_Review_419,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.8
4_COOH_24,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)FFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)FFF,,/,,/",-120.48
5_COOH_24,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,=OO,/)","F-1;C(CCF/CFF,=OO,/CFF,,,,)","F-1;C(CCF/CFF,=OO,/CFF,,,,)FFF,,/","F-1;C(CCF/CFF,=OO,/CFF,,,,)FFF,,/,,/",-120.48
7_COOH_24,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/FFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/FFF,,,=OO,,),,,,/","F-1;C(CCF/CFF,CFF,/FFF,,,=OO,,),,,,//",-125.07
8_COOH_24,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,CFF,/)","F-1;C(CCF/CFF,CFF,/FFF,,,=OO,,)","F-1;C(CCF/CFF,CFF,/FFF,,,=OO,,),,,,/","F-1;C(CCF/CFF,CFF,/FFF,,,=OO,,),,,,//",-125.07
10_COOH_24,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)=OO,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)=OO,,/,/",-127.34
11_COOH_24,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)=OO,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)=OO,,/,/",-127.34
13_COOH_24,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/=OO,,/",-82.64
14_COOH_24,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/=OO,,/",-82.64
15_COOH_24,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/=OO,,/",-82.64
0_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
2_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65
3_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
12_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
13_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
14_From_Review_398,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CC,,/)","F-1;C(CFF/CC,,/*C*C,FFF)","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/","F-1;C(CFF/CC,,/*C*C,FFF)*C,*C,,,/*C,*&/",-65.0
0_From_Review_421,F-1;C(//),F-1;C(CF//),"F-1;C(CF/CFF,/)","F-1;C(CF/CFF,/CFF,,)","F-1;C(CF/CFF,/CFF,,)FFF,,/","F-1;C(CF/CFF,/CFF,,)FFF,,/,,/",-138.0
2_From_Review_421,F-1;C(//),F-1;C(CF//),"F-1;C(CF/CFF,/)","F-1;C(CF/CFF,/CFF,,)","F-1;C(CF/CFF,/CFF,,)FFF,,/","F-1;C(CF/CFF,/CFF,,)FFF,,/,,/",-138
4_From_Review_421,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FF,/)","F-1;C(CCF/CFF,FF,/FFF,,,,)","F-1;C(CCF/CFF,FF,/FFF,,,,),,/","F-1;C(CCF/CFF,FF,/FFF,,,,),,//",-130.0
5_From_Review_421,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FF,/)","F-1;C(CCF/CFF,FF,/FFF,,,,)","F-1;C(CCF/CFF,FF,/FFF,,,,),,/","F-1;C(CCF/CFF,FF,/FFF,,,,),,//",-130.0
7_From_Review_421,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/FF,,,,,)","F-1;C(CCF/CFF,FFF,/FF,,,,,),/","F-1;C(CCF/CFF,FFF,/FF,,,,,),//",-128.0
8_From_Review_421,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/FF,,,,,)","F-1;C(CCF/CFF,FFF,/FF,,,,,),/","F-1;C(CCF/CFF,FFF,/FF,,,,,),//",-128.0
10_From_Review_421,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)FF,,/","F-1;C(CFF/CFF,,/CFF,,)FF,,/,/",-81.4
11_From_Review_421,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)FF,,/","F-1;C(CFF/CFF,,/CFF,,)FF,,/,/",-81.4
12_From_Review_421,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)FF,,/","F-1;C(CFF/CFF,,/CFF,,)FF,,/,/",-81.4
4_From_Review_310,F-1;C(//),F-1;C(SFF//),"F-1;C(SFF/=OC,,/)","F-1;C(SFF/=OC,,/,)","F-1;C(SFF/=OC,,/,)/","F-1;C(SFF/=OC,,/,)//",-80.0
5_From_Review_310,F-1;C(//),F-1;C(SFF//),"F-1;C(SFF/=OC,,/)","F-1;C(SFF/=OC,,/,)","F-1;C(SFF/=OC,,/,)/","F-1;C(SFF/=OC,,/,)//",-80.0
6_From_Review_310,F-1;C(//),F-1;C(SFF//),"F-1;C(SFF/=OC,,/)","F-1;C(SFF/=OC,,/,)","F-1;C(SFF/=OC,,/,)/","F-1;C(SFF/=OC,,/,)//",-80.0
5_From_Review_323,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/=OC)","F-1;C(CFF/C,,/=OC),/","F-1;C(CFF/C,,/=OC),//",-63.0
6_From_Review_323,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/=OC)","F-1;C(CFF/C,,/=OC),/","F-1;C(CFF/C,,/=OC),//",-63.0
7_From_Review_323,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/C,,/)","F-1;C(CFF/C,,/=OC)","F-1;C(CFF/C,,/=OC),/","F-1;C(CFF/C,,/=OC),//",-63.0
4_ethers_2,F-1;C(//),F-1;C(COF//),"F-1;C(COF/FF,C,/)","F-1;C(COF/FF,C,/,,C)","F-1;C(COF/FF,C,/,,C)/","F-1;C(COF/FF,C,/,,C)//",-91.64
5_ethers_2,F-1;C(//),F-1;C(COF//),"F-1;C(COF/FF,C,/)","F-1;C(COF/FF,C,/,,C)","F-1;C(COF/FF,C,/,,C)/","F-1;C(COF/FF,C,/,,C)//",-91.64
7_ethers_2,F-1;C(//),F-1;C(CF//),"F-1;C(CF/OFF,/)","F-1;C(CF/OFF,/C,,)","F-1;C(CF/OFF,/C,,)C/","F-1;C(CF/OFF,/C,,)C//",-136.95
8_ethers_2,F-1;C(//),F-1;C(CF//),"F-1;C(CF/OFF,/)","F-1;C(CF/OFF,/C,,)","F-1;C(CF/OFF,/C,,)C/","F-1;C(CF/OFF,/C,,)C//",-136.95
0_From_Review_208,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/*C*C,,/)","F-1;C(CFCl/*C*C,,/*C,*C)","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/*&C/",-50.0
2_From_Review_208,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/*C*C,,/)","F-1;C(CFCl/*C*C,,/*C,*C)","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/*&C/",-50
9_From_Review_208,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/*C*C,,/)","F-1;C(CFCl/*C*C,,/*C,*C)","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/*&C/",-50.0
10_From_Review_208,F-1;C(//),F-1;C(CFCl//),"F-1;C(CFCl/*C*C,,/)","F-1;C(CFCl/*C*C,,/*C,*C)","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/","F-1;C(CFCl/*C*C,,/*C,*C)*C,*&/*&C/",-50.0
5_From_Review_226,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,,/)","F-1;C(CCF/C,,/C)","F-1;C(CCF/C,,/C)/","F-1;C(CCF/C,,/C)//",-91.0
