,0,1,2,3,4,5,NMR_Peaks
0_From_Review_483,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*N,*N/)","F-1;C(*C*C/*N,*N/*C,*&)","F-1;C(*C*C/*N,*N/*C,*&)*&F/","F-1;C(*C*C/*N,*N/*C,*&)*&F/,/",-141.0
26_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.54
28_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.44
29_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.44
31_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-125.93
32_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-125.93
34_other_3,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.56
35_other_3,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.56
36_other_3,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.56
41_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,O)","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,P/","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,P/CFF,,,=OOO/",-113.35
42_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,O)","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,P/","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,P/CFF,,,=OOO/",-113.35
44_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/CFF,,,P/",-121.64
45_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/CFF,,,P/",-121.64
47_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/CFF,,,O/",-121.64
48_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)CFF,C,,,,/CFF,,,O/",-121.64
50_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/CFF,C,,,,/",-121.64
51_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/CFF,C,,,,/",-121.64
53_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/C,C,FF,FF,,,,/",-121.64
54_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/C,C,FF,FF,,,,/",-121.64
56_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/CFF,FFF,,,,/",-121.64
57_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,C,FF,FF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)C,CFF,FF,,,,/CFF,FFF,,,,/",-121.64
59_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.54
60_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)CFF,FFF,,,,/CFF,,,,,/",-122.54
62_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.44
63_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/CFF,,/",-123.44
65_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-125.93
66_other_3,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-125.93
68_other_3,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.56
69_other_3,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.56
70_other_3,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-80.56
0_I_1,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)FFI,,/","F-1;C(CFF/CFF,,/CFF,,)FFI,,/,,/",-81.33
2_I_1,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)FFI,,/","F-1;C(CFF/CFF,,/CFF,,)FFI,,/,,/",-81.33
3_I_1,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)FFI,,/","F-1;C(CFF/CFF,,/CFF,,)FFI,,/,,/",-81.33
5_I_1,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/FFI,,,,,)","F-1;C(CCF/CFF,FFF,/FFI,,,,,),,/","F-1;C(CCF/CFF,FFF,/FFI,,,,,),,//",-125.41
6_I_1,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/FFI,,,,,)","F-1;C(CCF/CFF,FFF,/FFI,,,,,),,/","F-1;C(CCF/CFF,FFF,/FFI,,,,,),,//",-125.41
8_I_1,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFI,/)","F-1;C(CCF/CFF,FFI,/FFF,,,,,)","F-1;C(CCF/CFF,FFI,/FFF,,,,,),,/","F-1;C(CCF/CFF,FFI,/FFF,,,,,),,//",-114.28
9_I_1,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFI,/)","F-1;C(CCF/CFF,FFI,/FFF,,,,,)","F-1;C(CCF/CFF,FFI,/FFF,,,,,),,/","F-1;C(CCF/CFF,FFI,/FFF,,,,,),,//",-114.28
11_I_1,F-1;C(//),F-1;C(CFI//),"F-1;C(CFI/CFF,,/)","F-1;C(CFI/CFF,,/CFF,,)","F-1;C(CFI/CFF,,/CFF,,)FFF,,/","F-1;C(CFI/CFF,,/CFF,,)FFF,,/,,/",-60.35
12_I_1,F-1;C(//),F-1;C(CFI//),"F-1;C(CFI/CFF,,/)","F-1;C(CFI/CFF,,/CFF,,)","F-1;C(CFI/CFF,,/CFF,,)FFF,,/","F-1;C(CFI/CFF,,/CFF,,)FFF,,/,,/",-60.35
0_From_Review_195,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*C,*C/)","F-1;C(*C*C/*C,*C/*C,*&)","F-1;C(*C*C/*C,*C/*C,*&)*&/","F-1;C(*C*C/*C,*C/*C,*&)*&//",-113.0
0_From_Review_467,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*CF,*C/)","F-1;C(*C*C/*CF,*C/*NF,,*&)","F-1;C(*C*C/*CF,*C/*NF,,*&)*&,/","F-1;C(*C*C/*CF,*C/*NF,,*&)*&,//",-123.0
6_From_Review_467,F-1;C(//),F-1;C(*C*N//),"F-1;C(*C*N/*CF,*C/)","F-1;C(*C*N/*CF,*C/*CF,,*&)","F-1;C(*C*N/*CF,*C/*CF,,*&)*&,/","F-1;C(*C*N/*CF,*C/*CF,,*&)*&,//",-83.0
8_From_Review_467,F-1;C(//),F-1;C(*C*C//),"F-1;C(*C*C/*CF,*NF/)","F-1;C(*C*C/*CF,*NF/*C,,*&,)","F-1;C(*C*C/*CF,*NF/*C,,*&,)*&/","F-1;C(*C*C/*CF,*NF/*C,,*&,)*&//",-165.0
7_From_Review_342,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)C/","F-1;C(CFF/=C,,/\C)C/C/",-65.0
8_From_Review_342,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)C/","F-1;C(CFF/=C,,/\C)C/C/",-65.0
9_From_Review_342,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/=C,,/)","F-1;C(CFF/=C,,/\C)","F-1;C(CFF/=C,,/\C)C/","F-1;C(CFF/=C,,/\C)C/C/",-65.0
4_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,O)","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/CFF,,/",-114.72
5_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,C,/)","F-1;C(CCF/CFF,C,/CFF,,,O)","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/","F-1;C(CCF/CFF,C,/CFF,,,O)CFF,,,/CFF,,/",-114.72
7_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/FFF,,,/",-122.96
8_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/","F-1;C(CCF/C,C,FF,FF,/CFF,C,,,,)CFF,,,O/FFF,,,/",-122.96
10_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)C,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)C,FFF,,,,/O,,,/",-123.95
11_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,C,FF,FF,/C,C,FF,FF,,,,)","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)C,FFF,,,,/","F-1;C(CCF/C,C,FF,FF,/C,CFF,FF,,,,)C,FFF,,,,/O,,,/",-123.95
13_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/C,,/",-124.83
14_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/C,C,FF,FF,/)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/","F-1;C(CCF/C,CFF,FF,/CFF,FFF,,,,)CFF,,,,,/C,,/",-124.83
16_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.37
17_alcohols_12,F-1;C(//),F-1;C(CCF//),"F-1;C(CCF/CFF,FFF,/)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/","F-1;C(CCF/CFF,FFF,/CFF,,,,,)CFF,,/CFF,,/",-127.37
19_alcohols_12,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.47
20_alcohols_12,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.47
21_alcohols_12,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/CFF,,/)","F-1;C(CFF/CFF,,/CFF,,)","F-1;C(CFF/CFF,,/CFF,,)CFF,,/","F-1;C(CFF/CFF,,/CFF,,)CFF,,/CFF,,/",-82.47
8_aromatics_11,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C)","F-1;C(CFF/*C*C,,/*C,*C)*C,*&/","F-1;C(CFF/*C*C,,/*C,*C)*C,*&/*&C/",-63.19
9_aromatics_11,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C)","F-1;C(CFF/*C*C,,/*C,*C)*C,*&/","F-1;C(CFF/*C*C,,/*C,*C)*C,*&/*&C/",-63.19
10_aromatics_11,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C)","F-1;C(CFF/*C*C,,/*C,*C)*C,*&/","F-1;C(CFF/*C*C,,/*C,*C)*C,*&/*&C/",-63.19
4_From_Review_310,F-1;C(//),F-1;C(SFF//),"F-1;C(SFF/=OC,,/)","F-1;C(SFF/=OC,,/,)","F-1;C(SFF/=OC,,/,)/","F-1;C(SFF/=OC,,/,)//",-80.0
5_From_Review_310,F-1;C(//),F-1;C(SFF//),"F-1;C(SFF/=OC,,/)","F-1;C(SFF/=OC,,/,)","F-1;C(SFF/=OC,,/,)/","F-1;C(SFF/=OC,,/,)//",-80.0
6_From_Review_310,F-1;C(//),F-1;C(SFF//),"F-1;C(SFF/=OC,,/)","F-1;C(SFF/=OC,,/,)","F-1;C(SFF/=OC,,/,)/","F-1;C(SFF/=OC,,/,)//",-80.0
8_From_Review_194,F-1;C(//),F-1;C(C//),F-1;C(C/=C/),F-1;C(C/=C/\C),F-1;C(C/=C/\C)*C*C/,"F-1;C(C/=C/\C)*C*C/*C,*C/",-214.0
0_From_Review_18,F-1;C(//),F-1;C(I//),F-1;C(I//),F-1;C(I//),F-1;C(I//)/,F-1;C(I//)//,-191.0
0_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
2_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
3_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
7_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
8_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
9_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
12_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
13_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
14_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
17_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
18_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
19_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
22_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
23_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
24_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*CC,C)","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*CC,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
27_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
28_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
29_From_Review_377,F-1;C(//),F-1;C(CFF//),"F-1;C(CFF/*C*C,,/)","F-1;C(CFF/*C*C,,/*C,*C,C,C)","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/","F-1;C(CFF/*C*C,,/*C,*C,C,C)*C,*&,C,C,FFF,FFF/*&C,FFF,FFF,,,,,,/",-52.6
0_From_Review_258,F-1;C(//),F-1;C(=CF//),"F-1;C(=CF/Cl,/)","F-1;C(=CF/Cl,/)","F-1;C(=CF/Cl,/)/","F-1;C(=CF/Cl,/)//",-95.0
2_From_Review_258,F-1;C(//),F-1;C(=CF//),"F-1;C(=CF/Cl,/)","F-1;C(=CF/Cl,/)","F-1;C(=CF/Cl,/)/","F-1;C(=CF/Cl,/)//",-90
